Palabra	 Nula[%]	 Baja[%] 	 Media[%]	 Alta[%]	 PFA	Categoría
abundancia	0	0	50	50	0.83	Alegría
acabalar	40	0	60	0	0.396	Alegría
acallar	50	40	10	0	0.198	Alegría
acatar	50	40	10	0	0.198	Alegría
acción	30	30	30	10	0.397	Alegría
aceptable	0	20	80	0	0.594	Alegría
aceptación	0	20	50	30	0.696	Alegría
acicate	10	50	40	0	0.429	Alegría
aclamación	10	10	10	70	0.799	Alegría
aclamar	10	10	10	70	0.799	Alegría
acogedor	0	0	50	50	0.83	Alegría
acoger	0	10	60	30	0.729	Alegría
acomodadamente	0	10	60	30	0.729	Alegría
acuciar	30	60	10	0	0.264	Alegría
acucioso	50	40	0	10	0.232	Alegría
adecuar	30	50	10	10	0.331	Alegría
adicto	20	30	50	0	0.429	Alegría
admirable	10	0	40	50	0.764	Alegría
admirablemente	10	10	20	60	0.765	Alegría
admiración	10	10	20	60	0.765	Alegría
admirar	10	10	30	50	0.731	Alegría
admitir	10	40	30	20	0.53	Alegría
adorable	0	0	30	70	0.898	Alegría
adorablemente	0	10	20	70	0.865	Alegría
adoración	0	30	10	60	0.765	Alegría
adorador	0	40	20	40	0.664	Alegría
adorar	0	20	30	50	0.764	Alegría
afable	10	0	60	30	0.696	Alegría
afán	10	0	40	50	0.764	Alegría
afectivo	0	0	40	60	0.864	Alegría
afecto	0	10	10	80	0.899	Alegría
afectuosamente	0	0	10	90	0.966	Alegría
afectuosidad	0	0	20	80	0.932	Alegría
afectuoso	0	0	30	70	0.898	Alegría
afervorizar	0	30	20	50	0.731	Alegría
afición	0	10	60	30	0.729	Alegría
aficionar	0	30	60	10	0.595	Alegría
afortunadamente	0	10	30	60	0.831	Alegría
afortunado	0	0	20	80	0.932	Alegría
agradable	0	10	10	80	0.899	Alegría
agradar	0	20	20	60	0.798	Alegría
agradecer	0	10	50	40	0.763	Alegría
agradecido	0	20	30	50	0.764	Alegría
agudeza	40	30	20	10	0.331	Alegría
aguzar	70	10	10	10	0.199	Alegría
ahínco	0	20	40	40	0.73	Alegría
ahíto	20	20	30	30	0.564	Alegría
airoso	20	30	10	40	0.565	Alegría
alabar	20	20	40	20	0.53	Alegría
alborozar	0	10	10	80	0.899	Alegría
alborozo	0	10	10	80	0.899	Alegría
alegrar	0	0	10	90	0.966	Alegría
alegre	0	0	0	100	1	Alegría
alegremente	0	0	0	100	1	Alegría
alegría	0	0	0	100	1	Alegría
alentar	0	20	40	40	0.73	Alegría
aliviar	0	10	50	40	0.763	Alegría
alivio	0	10	50	40	0.763	Alegría
allegar	20	60	10	10	0.364	Alegría
alma	20	50	20	10	0.397	Alegría
altivo	70	20	10	0	0.132	Alegría
altruismo	10	30	50	10	0.529	Alegría
alzar	40	40	10	10	0.298	Alegría
amabilidad	0	0	80	20	0.728	Alegría
amable	0	0	70	30	0.762	Alegría
amablemente	0	0	70	30	0.762	Alegría
amante	10	10	30	50	0.731	Alegría
amar	0	10	10	80	0.899	Alegría
amartelado	0	0	10	90	0.966	Alegría
amartelar	10	10	30	50	0.731	Alegría
amativo	0	20	30	50	0.764	Alegría
amatorio	0	20	10	70	0.832	Alegría
ambición	10	50	40	0	0.429	Alegría
ambicioso	20	50	30	0	0.363	Alegría
amigabilidad	0	0	30	70	0.898	Alegría
amigable	0	0	30	70	0.898	Alegría
amigablemente	0	0	40	60	0.864	Alegría
amigo	0	0	30	70	0.898	Alegría
amistad	0	0	10	90	0.966	Alegría
amistosamente	0	0	30	70	0.898	Alegría
amistoso	0	0	10	90	0.966	Alegría
amor	0	0	10	90	0.966	Alegría
amorosamente	0	0	20	80	0.932	Alegría
amorosidad	0	0	30	70	0.898	Alegría
amoroso	0	0	30	70	0.898	Alegría
amuleto	30	40	10	20	0.398	Alegría
anhelo	40	30	30	0	0.297	Alegría
animación	0	40	50	10	0.562	Alegría
animado	0	10	20	70	0.865	Alegría
animar	0	10	40	50	0.797	Alegría
ánimo	0	0	40	60	0.864	Alegría
animoso	0	0	50	50	0.83	Alegría
anticipar	50	30	20	0	0.231	Alegría
apaciguar	40	40	10	10	0.298	Alegría
apasionadamente	0	30	40	30	0.663	Alegría
apasionamiento	0	20	50	30	0.696	Alegría
apasionante	0	20	20	60	0.798	Alegría
apego	0	50	20	30	0.597	Alegría
apetecer	20	50	30	0	0.363	Alegría
aplaudir	0	10	40	50	0.797	Alegría
aplauso	0	10	50	40	0.763	Alegría
apreciar	0	30	50	20	0.629	Alegría
aprobación	10	20	50	20	0.596	Alegría
aprobar	0	40	20	40	0.664	Alegría
aprobatorio	0	40	0	60	0.732	Alegría
aquietar	50	50	0	0	0.165	Alegría
ardiente	40	20	40	0	0.33	Alegría
ardor	50	30	10	10	0.265	Alegría
armonía	0	0	40	60	0.864	Alegría
arreglar	20	60	20	0	0.33	Alegría
arrobo	20	10	30	40	0.631	Alegría
arrojo	30	30	40	0	0.363	Alegría
asombro	20	40	40	0	0.396	Alegría
atracción	0	30	40	30	0.663	Alegría
atractivo	0	20	50	30	0.696	Alegría
atraer	10	30	20	40	0.631	Alegría
atrayente	10	40	30	20	0.53	Alegría
atrayentemente	10	50	20	20	0.497	Alegría
autocomplacencia	10	20	40	30	0.63	Alegría
autorización	20	50	20	10	0.397	Alegría
autorrespeto	20	20	20	40	0.598	Alegría
autosatisfacción	10	0	30	60	0.798	Alegría
autosatisfecho	0	0	60	40	0.796	Alegría
autosuficiencia	0	20	30	50	0.764	Alegría
ávido	50	40	10	0	0.198	Alegría
avivar	30	40	30	0	0.33	Alegría
benefactor	10	20	60	10	0.562	Alegría
beneficencia	0	40	40	20	0.596	Alegría
beneficiado	0	0	50	50	0.83	Alegría
beneficiar	0	10	60	30	0.729	Alegría
beneficio	0	0	30	70	0.898	Alegría
beneficiosamente	0	10	40	50	0.797	Alegría
beneficioso	0	0	40	60	0.864	Alegría
benéfico	0	10	30	60	0.831	Alegría
beneplácito	10	40	20	30	0.564	Alegría
benévolamente	0	60	40	0	0.462	Alegría
benevolencia	0	60	40	0	0.462	Alegría
benevolente	0	40	60	0	0.528	Alegría
benévolo	10	30	60	0	0.495	Alegría
benignamente	30	30	10	30	0.465	Alegría
benigno	30	30	10	30	0.465	Alegría
bien	10	0	30	60	0.798	Alegría
bienandanza	10	10	20	60	0.765	Alegría
bienaventurado	0	10	30	60	0.831	Alegría
bienaventuranza	0	40	30	30	0.63	Alegría
bienestar	0	0	20	80	0.932	Alegría
bienhechor	0	10	70	20	0.695	Alegría
bienquerencia	0	10	60	30	0.729	Alegría
bienquerer	0	0	70	30	0.762	Alegría
bizbirondo	0	10	10	80	0.899	Alegría
blando	40	60	0	0	0.198	Alegría
blandura	60	40	0	0	0.132	Alegría
bondad	0	20	50	30	0.696	Alegría
bondadosamente	0	20	50	30	0.696	Alegría
bondadoso	0	10	50	40	0.763	Alegría
bonhomía	20	20	60	0	0.462	Alegría
brillante	10	10	50	30	0.663	Alegría
brío	20	30	40	10	0.463	Alegría
brioso	20	30	40	10	0.463	Alegría
bromear	0	10	30	60	0.831	Alegría
bueno	0	0	30	70	0.898	Alegría
bullanguero	10	20	30	40	0.664	Alegría
bullicioso	0	40	20	40	0.664	Alegría
burla	40	20	30	10	0.364	Alegría
burlar	30	30	20	20	0.431	Alegría
cabal	40	40	20	0	0.264	Alegría
calidez	0	20	70	10	0.628	Alegría
cálido	20	40	30	10	0.43	Alegría
caliente	40	40	20	0	0.264	Alegría
calmado	50	30	20	0	0.231	Alegría
calor	70	30	0	0	0.099	Alegría
calurosamente	50	10	20	20	0.365	Alegría
camaradería	0	40	30	30	0.63	Alegría
campante	10	30	50	10	0.529	Alegría
captivar	20	40	30	10	0.43	Alegría
capturar	70	30	0	0	0.099	Alegría
carcajada	0	0	20	80	0.932	Alegría
caridad	0	40	30	30	0.63	Alegría
cariño	0	0	40	60	0.864	Alegría
cariñosamente	0	20	30	50	0.764	Alegría
cariñoso	0	0	50	50	0.83	Alegría
caritativo	0	40	30	30	0.63	Alegría
cautivador	0	20	70	10	0.628	Alegría
cautivadoramente	0	30	60	10	0.595	Alegría
cautivar	0	40	50	10	0.562	Alegría
celebrar	0	10	0	90	0.933	Alegría
celo	70	20	10	0	0.132	Alegría
celosamente	80	20	0	0	0.066	Alegría
celoso	90	10	0	0	0.033	Alegría
chancear	10	20	20	50	0.698	Alegría
chanza	20	20	20	40	0.598	Alegría
chotear	10	30	10	50	0.665	Alegría
choteo	20	20	30	30	0.564	Alegría
chulear	0	30	50	20	0.629	Alegría
clemente	40	40	20	0	0.264	Alegría
cogida	60	30	0	10	0.199	Alegría
cogollo	80	20	0	0	0.066	Alegría
colmar	70	10	20	0	0.165	Alegría
colosal	10	50	30	10	0.463	Alegría
cómodamente	0	30	50	20	0.629	Alegría
comodidad	0	20	60	20	0.662	Alegría
cómodo	0	10	70	20	0.695	Alegría
compañerismo	10	0	50	40	0.73	Alegría
compasión	30	40	20	10	0.364	Alegría
compasivo	10	60	20	10	0.43	Alegría
compatibilidad	0	60	30	10	0.496	Alegría
compatible	10	40	50	0	0.462	Alegría
compatiblemente	10	70	20	0	0.363	Alegría
compensación	30	50	10	10	0.331	Alegría
complacencia	10	10	60	20	0.629	Alegría
complacer	0	20	40	40	0.73	Alegría
complacible	10	10	70	10	0.595	Alegría
complacido	0	0	40	60	0.864	Alegría
complaciente	10	0	50	40	0.73	Alegría
comprensivo	0	40	50	10	0.562	Alegría
concernir	80	20	0	0	0.066	Alegría
condescender	20	50	30	0	0.363	Alegría
condescendiente	20	40	40	0	0.396	Alegría
condimento	70	30	0	0	0.099	Alegría
condolencia	60	40	0	0	0.132	Alegría
confiado	40	30	30	0	0.297	Alegría
confirmación	20	50	30	0	0.363	Alegría
confirmar	10	70	20	0	0.363	Alegría
confort	10	20	50	20	0.596	Alegría
confortable	0	30	40	30	0.663	Alegría
confortablemente	0	30	60	10	0.595	Alegría
confortación	10	30	50	10	0.529	Alegría
confortador	10	40	40	10	0.496	Alegría
confortar	0	50	40	10	0.529	Alegría
confraternidad	0	20	40	40	0.73	Alegría
congeniar	0	20	70	10	0.628	Alegría
congraciar	0	20	80	0	0.594	Alegría
congratular	0	30	20	50	0.731	Alegría
conmiseración	80	20	0	0	0.066	Alegría
conmover	50	50	0	0	0.165	Alegría
conquista	20	30	40	10	0.463	Alegría
consenso	20	60	20	0	0.33	Alegría
consentimiento	10	60	30	0	0.396	Alegría
consideración	10	60	30	0	0.396	Alegría
considerar	10	60	30	0	0.396	Alegría
consolación	20	50	20	10	0.397	Alegría
consolador	40	30	20	10	0.331	Alegría
consolar	20	50	20	10	0.397	Alegría
consuelo	20	40	30	10	0.43	Alegría
consumar	30	40	20	10	0.364	Alegría
contemporizar	50	50	0	0	0.165	Alegría
contentar	0	0	70	30	0.762	Alegría
contento	0	0	10	90	0.966	Alegría
copiosidad	10	20	60	10	0.562	Alegría
copioso	20	20	60	0	0.462	Alegría
corazón	30	40	30	0	0.33	Alegría
cordial	0	30	50	20	0.629	Alegría
cordialidad	0	30	40	30	0.663	Alegría
cordialmente	0	10	60	30	0.729	Alegría
cortesía	0	10	70	20	0.695	Alegría
cosquillear	0	20	30	50	0.764	Alegría
cosquilleo	0	20	30	50	0.764	Alegría
crecer	0	60	20	20	0.53	Alegría
cuidar	30	40	30	0	0.33	Alegría
culminación	30	40	10	20	0.398	Alegría
culto	40	40	20	0	0.264	Alegría
cumplido	20	10	60	10	0.529	Alegría
cumplimentar	30	40	20	10	0.364	Alegría
cumplir	20	20	50	10	0.496	Alegría
decorativo	10	70	20	0	0.363	Alegría
dedicar	10	40	50	0	0.462	Alegría
deferencia	0	50	50	0	0.495	Alegría
deleitar	0	0	60	40	0.796	Alegría
deléitese	0	10	70	20	0.695	Alegría
delicadeza	40	40	20	0	0.264	Alegría
delicado	50	50	0	0	0.165	Alegría
delicia	0	30	40	30	0.663	Alegría
desagraviar	50	30	20	0	0.231	Alegría
desahogo	10	70	20	0	0.363	Alegría
desear	10	60	30	0	0.396	Alegría
desempeñar	20	30	40	10	0.463	Alegría
desempeño	20	10	60	10	0.529	Alegría
desenvoltura	40	40	20	0	0.264	Alegría
deseoso	30	40	10	20	0.398	Alegría
despenar	50	10	40	0	0.297	Alegría
despertar	50	40	10	0	0.198	Alegría
despreocupación	0	50	30	20	0.563	Alegría
devoción	10	50	20	20	0.497	Alegría
devoto	20	30	40	10	0.463	Alegría
dicha	0	30	20	50	0.731	Alegría
dichosamente	0	20	30	50	0.764	Alegría
dichoso	0	20	10	70	0.832	Alegría
dignificar	10	40	50	0	0.462	Alegría
dilección	10	30	40	20	0.563	Alegría
disfrutar	0	0	50	50	0.83	Alegría
disfrute	0	0	30	70	0.898	Alegría
divertidamente	0	0	10	90	0.966	Alegría
divertidísimamente	0	0	0	100	1	Alegría
divertido	0	0	0	100	1	Alegría
divertir	0	0	10	90	0.966	Alegría
divinizar	20	50	30	0	0.363	Alegría
divino	10	30	40	20	0.563	Alegría
donaire	30	20	50	0	0.396	Alegría
dulce	10	20	60	10	0.562	Alegría
dulzura	10	10	50	30	0.663	Alegría
edificante	20	30	30	20	0.497	Alegría
edificar	40	10	50	0	0.363	Alegría
efusión	30	10	40	20	0.497	Alegría
efusivamente	10	0	50	40	0.73	Alegría
efusivo	10	0	40	50	0.764	Alegría
ejemplo	60	10	30	0	0.231	Alegría
elección	50	20	30	0	0.264	Alegría
elegante	50	30	20	0	0.231	Alegría
