Author, Gender, Age, Docs, Words
4b220949baf04b9d2f8048400e1e8b03,male,30s,3.0,426.0
4b2315970924370f8bf793c91eb8991b,male,20s,1.0,29.0
4b235f442c6f03453fa25bd82ca755b5,female,20s,3.0,176.0
4b23cee8710cec9ffcfe16cf6ed1225f,female,30s,1.0,6.0
4b260ec17b2dc61de530713e7444a5ae,female,30s,1.0,139.0
4b2638f83a6ba81440431dcc0508b998,female,20s,1.0,33.0
4b273c7312dbf8bcd12b60c5b823af2,male,30s,1.0,2848.0
4b28d99657dfe715403f6933bee34c9,female,20s,1.0,139.0
4b29947e05b0a24dfeeeb1b79f5a1286,male,20s,1.0,11.0
4b29a40fef116ad71216642dece053f2,female,20s,1.0,186.0
4b29d098b46096a410749742983e0f71,female,20s,1.0,4.0
4b2b67a0ff385cade696a2ac10c7032b,male,20s,1.0,70.0
4b2b92e554aaeefe99172b79544f472b,female,30s,1.0,22.0
4b2c1270dbf0a5c37822c324c6189cc6,female,20s,1.0,246.0
4b2c4c41bf29dc07370eb01210370000,male,30s,1.0,16.0
4b2d1820d2c0c24492cbc59484859645,male,20s,1.0,37.0
4b2dbb8dc61f477654a60696844c97b5,male,20s,1.0,316.0
4b2e55a8e8396fa6fb4d5d03ce9d415c,male,30s,1.0,36.0
4b2ebbbe3569c29237826bbef419cbda,female,20s,1.0,32.0
4b2f12ab38b48f6d59e6218e0527da41,female,20s,1.0,30.0
4b3115f620c05102e62842b437366dce,male,30s,1.0,440.0
4b31a273e103f4e34677f9615ef2f13c,male,20s,1.0,1003.0
4b31f6013db1afaabd1d559a3a092d70,male,20s,1.0,13.0
4b32114b21db95a6a5e41aef9e80d20,female,20s,1.0,67.0
4b327c78dead749260fb88f6edc17f4a,female,30s,1.0,5.0
4b32ed11e8196001002b40f711531b4f,female,20s,1.0,19.0
4b33d936ecf0558c0df96090f730939b,male,30s,1.0,50.0
4b357f702dce50d19f21e7d0157f9897,female,30s,8.0,1211.0
4b363b21dbbae8477fafb90b71b29f60,female,20s,4.0,158.0
4b364c9ed5ff2d9cceb5486db14c750f,male,30s,3.0,1444.0
4b3a2775bab4d00c3b7793bb29d3b14e,male,30s,2.0,57.0
4b3ac88bb76ca626165fc75615e1db94,male,20s,4.0,1138.0
4b3af4057a4ab312dc75d1975e83335f,female,30s,3.0,5547.0
4b3c287d4e0c372fcbf732a550946a50,male,30s,1.0,25.0
4b3d00f29d7debea02c5362548ab2401,male,30s,8.0,1066.0
4b3dbfa943ce25f02469784bbc0b2dc5,male,20s,1.0,39.0
4b3e4c11019dbfe274f88c70439251d3,male,20s,1.0,34.0
4b3e5e3b1f27c9634fad282a81e728d7,female,20s,3.0,1006.0
4b3e716324587266e494ebff12222efc,female,20s,1.0,12.0
4b3f1444a0c73a5bb4eaa91267b438ba,male,20s,3.0,1061.0
4b40496a463fe91887115a61c090240b,male,20s,3.0,4214.0
4b4534edcb2b7c484b8fa23d2af082f7,male,20s,1.0,38.0
4b45d93e0f04196add1f018651a39919,female,20s,1.0,228.0
4b45f6c8d936fcfe8ce6c40ef7554501,female,20s,1.0,49.0
4b48729830c79fe149df12b5a69a29ac,male,20s,1.0,30.0
4b489cca8e70cbec2d3e5330260062ee,male,20s,3.0,1455.0
4b491f6707153529b1df066fa4f810ca,male,30s,1.0,28.0
4b49407963e402a4fdf68b825aab10f8,female,30s,2.0,2192.0
4b4a98c915d11fd95c06f1fab16bb773,male,20s,3.0,1354.0
4b4bdd97dd61bd8f5f858f84f494bdae,male,20s,1.0,71.0
4b4c89668e05f756dbda641af737a73e,male,30s,1.0,399.0
4b4e162b114ffcd890d226d626cfdf5a,female,20s,5.0,1248.0
4b50a02b7d23937717a3d384200ddfdf,male,30s,1.0,32.0
4b50d7b1ae8af2bcbce298851afa9c1e,female,20s,1.0,30.0
4b51f9794bd1219458ecae83928b8c50,male,30s,1.0,103.0
4b5433adb17f595aa3a092c64c94ff95,male,30s,1.0,22.0
4b5573b52b7b35168a870a176bee29b5,female,30s,1.0,40.0
4b56205adfaa469abb2fa363f49b0da,female,20s,1.0,15.0
4b58b8cc64795e43f014e9f9606375f,female,20s,1.0,12.0
4b58d42a5595920a5a3298511c038508,male,30s,1.0,29.0
4b59fef6babfbdb971a30909e31fd3b4,female,20s,2.0,56.0
4b5a2fb7a708cc48fe7d90d32397624c,female,20s,8.0,1022.0
4b5b03f2f0cc9f376029757eef2ed995,male,30s,1.0,8.0
4b5b76d241e5b206d30823a75039f9b7,female,20s,2.0,61.0
4b5bcf11ac1505fb6c9a8d8f372d4de2,female,30s,4.0,1477.0
4b5db2306db6869671bf4a5420fc42f0,male,20s,1.0,24.0
4b5dfd03291c50183a12a863f958a2b,female,20s,1.0,62.0
4b5e1d388d268b42e18cdeb343104131,female,20s,1.0,383.0
4b5e58279bbb1c147429841f6fd3add3,female,30s,5.0,1134.0
4b5ed0aa31723eed5784e65a50b9fdbf,female,20s,2.0,127.0
4b5f36b1e2d2acf4da48a1f55ecf383b,male,20s,1.0,53.0
4b5fedc33fcf1edf87c8c04e60a1d5ff,male,20s,2.0,156.0
4b60862abe6c8a16f05c5dc12397a35f,male,30s,1.0,182.0
4b60ebcaa0651a7d3069410a29db49fe,female,20s,1.0,220.0
4b611370e582ead426c307e8a483467e,female,20s,1.0,80.0
4b6142d4f9301324eaf6990f555b554d,male,20s,1.0,87.0
4b61934665cfcc9bb40d96f701f7b2a5,female,20s,1.0,182.0
4b63384fa46a4f323249b0270531e450,female,30s,3.0,683.0
4b63c2ef5e18e48805e2054204348148,male,20s,1.0,25.0
4b63d437b59ac3511c3501afc6072c0c,female,30s,3.0,1348.0
4b647597d6f3c2f1b64146ba267696c9,male,30s,2.0,1682.0
4b64edb71d194d1c4d83bd866c622437,female,30s,3.0,1229.0
4b651651a11be1a4f6bd8c384f86d3f,female,20s,1.0,14.0
4b65d1d49372d794fcce8f991ea59ec,female,20s,5.0,1010.0
4b684be5f3c800832c99c51868038be7,male,30s,5.0,1248.0
4b685283246b4890f8cf9bb3c95f93df,male,20s,1.0,300.0
4b68c15cd422fde1c0303526299b0e00,female,20s,1.0,43.0
4b6a04eacc23c228f4692c922893ab61,male,30s,2.0,219.0
4b6d728ce5734117d4b5f0c09c6e11c3,male,30s,1.0,13.0
4b6e6cc8256db5c128865bf2d4e81bce,female,20s,1.0,24.0
4b6fda1727d9d954a738272ea0852fd0,female,30s,2.0,1177.0
4b7059d58d87d152792f8e552b703218,female,20s,2.0,755.0
4b7084cc6e2bcadbb37dcb66190fe43e,female,20s,1.0,133.0
4b70df8c227b58877a42c164cb38fd4d,female,20s,4.0,1535.0
4b715640a11272f62421159850c87de0,male,20s,5.0,141.0
4b715cf0462ed099c1664ae3b00428ca,female,30s,1.0,24.0
4b71d24418b99d36aefacf2a1ad50197,male,30s,1.0,196.0
4b721109335d92d9c029dc4ed7ba9622,female,30s,4.0,1009.0
4b723bd18cae8c5628004daf8e951046,male,30s,2.0,14.0
4b7294c8aeb6990602248fb046520c61,male,30s,2.0,92.0
4b72e08fd4187af59328edf63b5f8990,female,30s,2.0,69.0
4b72f544b5db72a180eee45716b0ed38,male,30s,1.0,19.0
4b7404a696bc0b9cc2641de81bf2cfb9,male,20s,1.0,17.0
4b74459ea5269bf4251b2f1159e538cd,male,20s,1.0,17.0
4b748e889dfba7497d843cd64b6a97b6,female,20s,3.0,108.0
4b750a2618a0b463a0f235c73d995e73,female,30s,1.0,33.0
4b754cfe03b1fa3b290145adb2cc69e3,female,30s,1.0,13.0
4b754fa6d5e5b4a828dbb9e5936aa763,male,30s,1.0,8.0
4b76a4aa7767157bc3ba6bbf20bd857c,female,20s,1.0,133.0
4b7704e47ebf976d78a53dcde149d9a0,male,20s,1.0,123.0
4b773f471497341156dc6036f28d4427,female,30s,1.0,225.0
4b7815bf710a8ecee366dd15d715f676,male,20s,1.0,4.0
4b78a7f05965b33a4e07f108438fe479,female,20s,1.0,4.0
4b7a88c233c0e4805ec3c256a7edd438,female,30s,1.0,15.0
4b7b15254c8fca9185ccdad5acdd4289,male,20s,1.0,63.0
4b7b19ac103bccfc7110ca41a55df68d,female,30s,1.0,70.0
4b7b55e8fd3dcaba0014c466aefccf52,female,30s,1.0,46.0
4b7bc5e18223c54c7386c5cb481dff16,male,20s,1.0,29.0
4b7ca833adc3820f84967e8fa2510207,female,20s,1.0,61.0
4b7d533d18eb22044100c824bf8f7e38,female,20s,5.0,322.0
4b7df6f577595fca8660feb573f6df38,male,30s,1.0,66.0
4b7e50355b4533ab74af4bf2e1151cd1,male,20s,2.0,715.0
4b7e845db5fba45d6b7323e69d9ef0dd,female,20s,24.0,970.0
4b7eb653ed803acb6ba85c727dfcd681,female,20s,1.0,173.0
4b800ecd7c9b8b2b73ce59c8deccf235,male,20s,1.0,15.0
4b81c7619d95d06c750802f5a178817e,female,20s,1.0,33.0
4b821ea58d7c6081d6b17750ba66cdf1,male,30s,2.0,69.0
4b840628d3f7fd21736153522027d34f,female,20s,2.0,487.0
4b85105871425d67a2023c297aa66e85,female,30s,1.0,15.0
4b8533e34793078b93fcf9b986ab4674,male,20s,1.0,10.0
4b85d8f603ce47ff91571fc81d0b120c,female,30s,3.0,1112.0
4b860b7ab0f201da94339c4f18db2039,female,20s,2.0,170.0
4b86408030efde4c71dbbf664904798f,male,30s,1.0,61.0
4b866fa4671a92a7c686308c0eb13c69,female,30s,2.0,179.0
4b876248080f5fba2f3f3e8294b7fd82,female,30s,2.0,356.0
4b876aba29a0f33ecacf6d7b9bef6d71,female,20s,1.0,215.0
4b876b6ed44cf01fbabd49ffa2d9aca5,male,20s,1.0,26.0
4b8772339dbc0eb0b6187f7d4e96ee6d,male,20s,1.0,100.0
4b87cae6d2420f579767642623ebca34,female,30s,2.0,222.0
4b89b38782d9f4dc7e2a7df747a36c1e,male,20s,1.0,40.0
4b89b6ff3d9aff87090ad471d73784b5,female,20s,8.0,1030.0
4b8a692a045d2a2d91fd805e4116545d,female,30s,2.0,117.0
4b8abbece2f6ca764479f1e5548ede21,female,30s,2.0,26.0
4b8aef5bf6eb209150c3f9c0d95921c5,male,30s,1.0,42.0
4b8e75a4a38ab7a4aca85f9daa330ff6,female,30s,2.0,1276.0
4b8eb5834ac2e0dc3ce25fd1e55eaeb6,male,20s,2.0,2079.0
4b904977d39e9be518cf8fe5442621bf,male,20s,2.0,35.0
4b9059104c953f74bcfc487360dffbca,male,30s,1.0,964.0
4b9154fb4f3030623d65d79388f38931,male,20s,1.0,23.0
4b924bbee6986703a509618a17899a66,male,10s,1.0,47.0
4b92550d7dcf2b05e711b67bda065581,male,20s,3.0,1251.0
4b93b8a0981e3129d3b73cb47cd5b5c8,female,30s,1.0,200.0
4b93f943c8c34f2698dd2f21f763f7c,male,20s,1.0,42.0
4b951b72d82ea8bfaa3821dc0958e144,female,20s,2.0,169.0
4b952e6688d2605d613fce88de1bcf56,female,30s,1.0,24.0
4b955b45b10d0399b84c67e9e5f6dfbb,female,20s,1.0,42.0
4b9610c6cc8c232d74e7da8c6aa7008f,female,30s,1.0,1544.0
4b97cc8baef86407c3e1ca6992cffab1,male,20s,1.0,10.0
4b991e1bd4247d92214c86ba08becedd,female,20s,1.0,219.0
4b99b1512fce10197409973e07244482,female,20s,1.0,55.0
4b9a362f747a6fbaab7101cb00262c64,female,20s,1.0,9.0
4b9ae2cbbe3400230abe00fb5b7d6f11,female,20s,1.0,20.0
4b9ba4ab4e452762bb953a7b72350a31,male,30s,1.0,45.0
4b9c35e9e869d70b36d987315b546107,male,20s,1.0,784.0
4b9c9ae32538e979ae6e1811e9f389c7,male,30s,1.0,218.0
4ba29e22a8163d65efe998e056b5c66b,female,10s,1.0,117.0
4ba4c59968a2fb70d9ff37e28e8c27ed,male,20s,1.0,21.0
4ba59fb72d88bcf3b0a99f764c82ef56,male,20s,1.0,784.0
4ba6cdc5bb38e1fc8504faaf460acb8c,male,30s,3.0,1137.0
4ba796a0f430d314b59f072ab1bd4434,male,30s,1.0,31.0
4ba7ed3912c97d10e1b62648faa26e0e,female,20s,1.0,65.0
4ba80a3a9054214e58c1f70be45bef4d,male,20s,1.0,9.0
4ba8182d3c39b8353fd2d058ecd75f88,male,30s,1.0,17.0
4baa91a70bee405d3f8831b1a7e507f4,male,30s,1.0,28.0
4bab1a3d3259540672a8c1749192481a,female,20s,1.0,97.0
4bab3719f77be60ca1375f70f4be8640,female,30s,1.0,9.0
4bab8851a8a11fae2b6834844c4066e9,male,20s,1.0,296.0
4baba45d92cc8d9c2f7176f6135cbed4,male,20s,1.0,45.0
4bad752c5bd404d8b6e6c4390e25d9c,female,30s,1.0,44.0
4bada285030a552116df8f18ee53f9cc,female,30s,1.0,7.0
4badae41fc7adcff9010dc5877a95e4a,male,30s,1.0,27.0
4bae3878b590f04dcc3f179af8615e2b,female,20s,5.0,248.0
4bae7799d47f17ad5bdd0f42425b5a8e,male,20s,1.0,176.0
4bae8c8db6c7ab42601b0c384a826742,female,30s,1.0,40.0
4baf112293af2d03e3fc1fc565c0e143,male,30s,1.0,28.0
4baffc3ecf51a8c7bc5209cc0eba6a6d,male,20s,2.0,278.0
4bb31ae61f50e1d4f07786199e0bcf69,female,20s,1.0,33.0
4bb338ecaa6ca4f781d812e22ca104e4,female,20s,1.0,28.0
4bb4a1ef82de5ec8f395d22c98cc1f88,male,30s,6.0,1313.0
4bb4f4c276eca274c7e0e624b2b94f8f,female,20s,1.0,63.0
4bb51559481c25512ea6ea7e9a0f295a,male,20s,1.0,35.0
4bb51a4a4687abde364f5780f917abdb,male,30s,3.0,1577.0
4bb565d39aab7a0334eeff395f8e2d71,male,20s,1.0,9.0
4bb5ac93e768e68e643271867ebc91c5,female,20s,1.0,336.0
4bb611008e98165ed7841a3035f40b15,female,20s,1.0,104.0
4bb617de6b5640ec4bf6dca27d706732,male,20s,1.0,46.0
4bb72545ee7823248bc0d5edc9bd289a,male,20s,1.0,28.0
4bb834c49163fe0ed3321e7b28fdd8ce,male,30s,1.0,15.0
4bbbb33523ca18b38a7c8ca99e546c7f,female,30s,2.0,123.0
4bbbbaf3fa153c07c97597c92ffea0b2,female,30s,1.0,60.0
4bbe24060e40329c8187fefd879da254,male,20s,1.0,1004.0
4bbf7fbbf68fb7ffa295dd0f1ea1855b,female,30s,1.0,59.0
4bc075b5784d1205d9718577984b85c6,female,30s,6.0,902.0
4bc146c2c01007c8d856cad031894edc,male,20s,1.0,33.0
4bc169e82702b1eeb0385516a3a49a8c,male,30s,1.0,145.0
4bc2ba6879e7514aff6a3a2b9f157ae8,male,30s,1.0,6.0
4bc31bf9dfc1d7fbea82ba6bb702c2dc,female,20s,1.0,114.0
4bc3d2c422fb79d1d0b5b647fd555f16,female,20s,4.0,1341.0
4bc44d1dabf3ea1f4aa1013d33c24ec8,male,30s,1.0,44.0
4bc6ff20aecc06fd5ae7fb5aebdcf75f,male,20s,1.0,60.0
4bc7172ad6a7776457a13b1da804ec87,female,30s,4.0,1151.0
4bc76e48300f77fceb7a847537f0b0cf,female,30s,1.0,260.0
4bc8e94b647f1a9c17e38a31bfdabcce,female,20s,1.0,11.0
4bc9368a78795b6b8753dd16e1c0dd99,female,20s,1.0,39.0
4bc93b8ee3c878febb50c199f49e6caf,male,20s,1.0,220.0
4bc96ca6911a2fb3c2a51b9c311e9907,male,30s,1.0,9.0
4bca59c370faa54082e839e81fe571f1,male,20s,1.0,23.0
4bcab1d2126841ccad653170c0e4d0a0,male,20s,1.0,32.0
4bcb1744608923ea360acea4238bd7e2,male,20s,1.0,165.0
4bccdebd448a0c6e27c26022b97d92bf,female,20s,8.0,1068.0
4bcd5b4a11217ab1049b0f89c4fc7342,female,20s,1.0,196.0
4bce75801a3a3208426f8bf12cd3355d,male,20s,1.0,42.0
4bcf0661cbb2e47eeef8e11c9ccfd51d,male,20s,4.0,220.0
4bd1b35fc28d579043d37b4927d1909f,female,20s,1.0,16.0
4bd3cda534061e9edb83f77b2b7d0b0c,male,30s,2.0,41.0
4bd4742e3c487dd3e94529e9c36acd24,female,20s,1.0,37.0
4bd4fb16e87c9a6919aade095eaf4bc2,female,30s,1.0,11.0
4bd5c659ce62522398e3e2b79f6239bf,male,30s,1.0,42.0
4bd69ee30ea85c05f9de2423d1f7e6bf,male,30s,1.0,282.0
4bd6afd341b65a134efec6a8d86ba6f1,female,10s,1.0,202.0
4bd83da59db03a5e40e356503c25a64a,female,20s,1.0,175.0
4bd8597105424e788ebcdf37a5d201d3,female,20s,1.0,15.0
4bd89877f67aa58930a7c032c3f3b46a,male,20s,1.0,18.0
4bd975a01f76c86a622e2ea50e13ae1,male,30s,1.0,228.0
4bda18c9fecffa9529f6c8a2ce6460e,female,20s,1.0,294.0
4bda48dfa740897d011c6f89bf86bfdc,female,20s,1.0,20.0
4bda55b613e58e899282156e4ae65064,female,30s,1.0,26.0
4bdbba4c481520186a5a8238ed7fdf75,male,30s,1.0,150.0
4bdbe76203e251bf0b59d1310e5fa85,female,20s,1.0,43.0
4bdbefa3930adee2b4cf4d6ce5a9adfe,male,30s,1.0,55.0
4bdc6b4a8c99e88d142c3b519b07f0f,female,20s,1.0,30.0
4bde21d4e02cb84aa592c226e95fdd6a,male,20s,1.0,95.0
4bdee77eda75366674ca0e6892f1a555,female,30s,1.0,375.0
4bdf3cbeb97ae575e60b199b2241e5e4,female,20s,1.0,19.0
4be06fb252a2f1efb82001208174c1ca,male,30s,1.0,38.0
4be11c63f75f60289bf4b36073043f3d,female,20s,1.0,23.0
4be1f1a2392b18c2826183f1c94e4709,female,30s,1.0,31.0
4be221bb11e2fc920a7c160fb20493bb,female,20s,1.0,33.0
4be31ada4188fbacfa7d25b7577c604b,female,20s,1.0,25.0
4be33f03098c98255ada3aacf912cfe,male,30s,1.0,35.0
4be34c311dbff38366e1c1e3e386f8fd,female,30s,1.0,34.0
4be3f17d9e86754c895c0202bef2a20,male,20s,1.0,47.0
4be4571f3fffd8751e4e80cc50944c30,female,30s,3.0,167.0
4be51005d83197bdc479b75fe191d3ca,male,20s,1.0,104.0
4be5fd7f7613796e193a5b06616a5449,female,30s,2.0,100.0
4be6142c91552e14ad8b79e1b6bccb1f,male,30s,7.0,1008.0
4be6e585400da27c6789deaa24d60d54,female,30s,1.0,86.0
4be7ca6ba2dca221577861933d23f212,female,20s,2.0,176.0
4be7fa792e2ca6eaf437b621ec1d2791,male,20s,1.0,27.0
4be9883f0670177b5136ad6e2208d4e8,female,20s,2.0,211.0
4beaa8c45b3f078b13a2c786b8b0a037,female,20s,1.0,36.0
4bec0b3fcdc31b169f8c5a8e921bd2b3,male,30s,4.0,1574.0
4bec76b06530e7896a424fed4f09e25,female,20s,1.0,62.0
4becc5620ebc7c9079138d683bbcc748,male,30s,1.0,343.0
4bed4a615c15ab219e714ec25df1434b,female,30s,2.0,97.0
4bee7e12a754c26e3fcb1bc4e77bac7d,female,30s,1.0,24.0
4beee8111fad5df9082cc6bae2e5b284,female,20s,1.0,115.0
4bef2794b018f38c97da5f36d7b790f8,female,10s,2.0,19.0
4bef66319cdac1dcde4734e9c4d7a221,female,30s,1.0,34.0
4bf191636711149c7440ef9d1d5b7937,male,30s,1.0,19.0
4bf250b1c6ade0f92d91754c56b19041,male,30s,1.0,12.0
4bf38dbff37225e951397e2c63c7ffb2,male,30s,1.0,17.0
4bf3acdba87a0a2b5fd65c2bf824a3ae,female,30s,1.0,26.0
4bf43669e72ee7b8a9ab336411f86692,female,20s,1.0,20.0
4bf60cd13161b9b3aec636266af72273,male,20s,1.0,49.0
4bf65e0bb40753355bbb79d827162b5d,female,20s,1.0,11.0
4bf7702b07e45bb019dd6f49b277635c,female,30s,2.0,90.0
4bf88fa7b47cf986875e85cfc9e0f1bd,male,30s,1.0,29.0
4bf8e2896d17347f3b4198e62c3af53d,female,30s,1.0,49.0
4bf9a9eebbfaae4fe2625bd76c0b2a86,female,20s,1.0,1063.0
4bfb3135750c6161aef4993ed280ac1e,male,30s,1.0,37.0
4bfb85a673e5620155847c53c40f40a6,female,20s,3.0,1431.0
4bfcf151aa5a029040430b6c201fb864,female,20s,3.0,1115.0
4bfd98914b90cb801f9aa98a014ddbd1,female,20s,2.0,38.0
4bfe0f54a012f4e178a2d610cb4c301b,female,20s,1.0,10.0
4bfeda90ad3a1b805602d5aaacba3a33,female,20s,2.0,83.0
4bff18d7476ff8d42e2c8c19eb319aea,male,30s,1.0,23.0
4bff5ae8e7b97c5d65b4d7cdfb16401e,female,30s,6.0,1535.0
4c0025038ca0f4631c158942a6ea789b,male,30s,1.0,16.0
4c0029ad38001d41e5598bd42e6a22b2,male,20s,1.0,19.0
4c011a4a8768334593d12eebe8be44f7,male,20s,5.0,299.0
4c01554b0ca01af96bca39888354aaf8,female,20s,2.0,771.0
4c01ebe77b41a68a906ba16aeb673640,female,30s,1.0,19.0
4c022511705e5d1c93649628932f5088,female,30s,1.0,30.0
4c044da370b9e1dfc6f74e43cd735417,female,20s,1.0,7.0
4c04c429f54686a42f16a1dd79ec0712,male,30s,1.0,7.0
4c08243a1705ef23c5b10c81931705aa,male,30s,1.0,21.0
4c09afb98f4c96473c359e10da74d2f8,male,20s,13.0,840.0
4c09b3dcb7779e1820595cc72076ed32,female,30s,1.0,18.0
4c09e5d5cc07d70e20691adc9713e696,female,20s,2.0,1157.0
4c09f9e876e5f112316fae9192804c08,male,30s,1.0,34.0
4c0afb00c4a7d2617c79eb1e0b7c16c9,female,30s,5.0,1206.0
4c0c4234ceb8cc4ab7ff509c36230730,male,30s,4.0,527.0
4c0cf341059d6f2f0bef7975f7ddb498,female,20s,2.0,644.0
4c0dd0a08c1e7012ab1bc3a64b2cbb00,female,20s,1.0,641.0
4c0e3be9ed4839a0bd6ea139128ddcbc,male,30s,13.0,893.0
4c0e969a6e4cc8bbc6c3727f45ac1d0b,female,20s,4.0,1079.0
4c10357223b3af84579c60d4a5c3251f,male,30s,1.0,1138.0
4c10cad2bc24109499c81ccdac2305a0,female,20s,1.0,519.0
4c110f3b75d6063d63eab5b8e00d4d38,female,30s,1.0,273.0
4c142427901b5df0248fa0e7ca314680,male,20s,1.0,29.0
4c164c86c53c3652e6fa942f841868e8,female,30s,1.0,73.0
4c17bdff5adebc8c6f7635808f9b0506,female,20s,1.0,36.0
4c17c291f88b74c566a24a3174a1e666,male,20s,1.0,178.0
4c18db8baba34d283668f5f14ab898d8,male,20s,1.0,51.0
4c19d2c16967092638b749ca2c00d33b,female,20s,1.0,59.0
4c1a700305dbfb69ed5e9ce6b87ae510,male,20s,1.0,24.0
4c1ab887c6b53e5e9727b07363f74dda,female,30s,1.0,2.0
4c1ad27e1d6d5fb4b21f0330e0d18d00,male,30s,1.0,564.0
4c1b1203d0f0fe1c71180002c3b6deb0,female,20s,1.0,129.0
4c1b5d418b518844bc28d53a4230bdfe,male,30s,1.0,710.0
4c1bb593f0ac7e36b8c57aa325b5600d,male,20s,1.0,54.0
4c1e241d0ce30b340bb3eac2d541ef0a,male,10s,1.0,185.0
4c1e8ac950f6543980305f4061fd9ae9,female,30s,2.0,21.0
4c21d8da53c823b4ef1ca0f9fb5bc60e,female,30s,1.0,60.0
4c2205f2f7f46696c530e7acfca1ed5c,male,20s,1.0,30.0
4c222cd3b8f7a211d3d30cff9210d668,female,30s,1.0,23.0
4c22af97c8b3d84491be9a36b6d299c1,female,30s,2.0,122.0
4c23366e5a6f735cca6af3bf11eebc98,male,30s,1.0,40.0
4c23596f6e1354ab5c0b40fa74115a67,male,30s,1.0,1024.0
4c24491ea8708a4512f3fc68ecf26fb2,female,20s,1.0,19.0
4c24703aaef244406e308ebfb07f73e8,male,30s,1.0,19.0
4c26d5f6acc4e6c6a3457362e467461b,male,20s,1.0,195.0
4c272cd6a2618c9d97d12c232adeabb8,male,30s,1.0,14.0
4c27afde3ccaccbeea455b5c839c5d5e,female,20s,3.0,961.0
4c2881da128bf3b26d8c5069c76ad0b3,female,20s,1.0,15.0
4c28c8fcb470a497e3203dae2b051df,male,30s,1.0,79.0
4c28f2044263dbc85b89243a79f6d683,female,20s,1.0,4.0
4c292a409001f140875f3a949bf92186,female,20s,1.0,114.0
4c2a60f3cc6c5a45fcc2133ed1927615,male,30s,1.0,23.0
4c2b3ccff3f0429a748f7e7e749951af,male,30s,1.0,32.0
4c2b60430edc219b50dba7f8b418b5aa,female,20s,5.0,882.0
4c2b7c758129a09210e8ad5faf3d552,female,20s,5.0,1069.0
4c2c2dd9101901248173f6ecc522516f,female,20s,1.0,385.0
4c2c5e9e96b6c5fecd05ffac27251123,female,20s,1.0,13.0
4c2d08210a1271cc268a627d0334f687,female,30s,1.0,1457.0
4c2dbaedf8975c37a72252cd23216919,male,20s,9.0,550.0
4c2dc4d46d068349d7e3a001b98a3520,male,30s,1.0,13.0
4c2e2b4789fe8b9921017129c45e4f2f,male,20s,1.0,53.0
4c2ed2217e9e300bcf6ba30182f9b089,male,20s,1.0,16.0
4c2fac0bb7cb6fed32fa38991cbc6501,female,20s,1.0,231.0
4c30a8712cb1fc515c54f3605f24441c,male,30s,5.0,634.0
4c317a5a1e9ba9b6aa72ff885eee118f,female,30s,1.0,14.0
4c3187033f55fe4eac526c5c79199269,female,20s,1.0,25.0
4c31e7ca649893433d19da1ea15a5714,female,30s,1.0,20.0
4c3215c3b0b46af8499e49d7fe287403,male,20s,1.0,59.0
4c336ee742d1fc911a9ddc5b29ba8ac0,male,20s,1.0,4.0
4c346f92c7eb4629519c08cb9bd141cd,female,30s,1.0,20.0
4c34895c1faa618d4f8675b1654ebe8e,male,30s,1.0,182.0
4c354fc2c8087827219d13a43dc5fa73,male,30s,1.0,10.0
4c3693a6dac5453d490d296d52f0d518,female,30s,1.0,139.0
4c375e7f94d2b61f75d47bbadae2ef94,female,20s,1.0,18.0
4c38471ed0c762b7b540ac24887825ba,female,20s,1.0,101.0
4c38d7aa3bbabb7391884b9eb472cf3e,male,20s,1.0,10.0
4c3934ffb1d10e6812620d41c0a6ad20,female,20s,2.0,655.0
4c3b9d5245458afd1b63f1086c76338a,male,20s,1.0,273.0
4c3ce485c854c16870fc914589046857,male,20s,1.0,316.0
4c3cea06e6ff65a0af9eb6a755eece6,male,20s,1.0,256.0
4c3fc14fdd5c16c3e45a9c79a7d3346c,female,20s,2.0,302.0
4c3fd4a6b8ed3769a720b13dd912f1a3,female,20s,2.0,241.0
4c402f03bff96c2379836470a70fde38,female,20s,1.0,62.0
4c40e8a42224b85d833f6918a06eae61,male,30s,1.0,132.0
4c40ee8d97350fadbef87bab09ab7d91,male,30s,1.0,43.0
4c4377f3f0823f895236751b1a8c9a59,male,30s,1.0,30.0
4c43b5f0c3db87157f5dacdbdf5a4d1c,male,30s,1.0,15.0
4c442120368e4d693a5fbecbb2e18529,female,20s,1.0,1354.0
4c446162f46071e61d164fa365d9cf4a,female,20s,1.0,55.0
4c4561f477bf277f75e8aac39ab34ef2,male,20s,1.0,58.0
4c45933c51e29b4c83f22a9993482a00,female,20s,1.0,27.0
4c45d12fdaa068040ee6b4cf43397936,female,20s,1.0,62.0
4c463ab7bb6179ebf2c0ce16079c15af,female,30s,1.0,32.0
4c468a98c8a56229a0e95f86cda247f8,male,20s,1.0,590.0
4c46d8e97b26b713d985ea2d7e0d25e0,male,20s,1.0,31.0
4c46fb500ba6bce4466681629221e1c9,male,10s,1.0,379.0
4c47fdde802f71a0365627bb3c0da79e,male,30s,1.0,25.0
4c4b55cdb1fe30af260145a5572efc1a,male,20s,2.0,493.0
4c4b5babf839da7a4e41771179dcb284,female,20s,1.0,20.0
4c4ca397a287c1027df6c7fc04461f3d,male,30s,3.0,1306.0
4c4cb2023aa0bebeca5e75f8b8c1da5e,female,30s,1.0,25.0
4c4dcdd081127db76e01430da8fb1042,female,20s,1.0,9.0
